id,user_id,repo_id,first_pr,first_commit,last_commit,active,length,frequency,diff,avg_commit_size,last_pr,first_pr_status,last_pr_status,commits_at_first_pr,more_than_a_year,total_commits,total_prs,total_adds,total_dels,first_issue_opened
188,174,3,2015-10-13 23:20:30 UTC,2015-10-13 23:20:21 UTC,2018-04-18 15:50:35 UTC,true,79288214.0,0.0000016017513019022,0.0,237.527559055118,2018-04-18 15:52:08 UTC,0,0,12440,true,127,111,24262,5904,2015-04-07 05:00:30 UTC
154,140,2,2015-03-19 12:57:08 UTC,2015-03-19 12:54:32 UTC,2016-01-19 05:39:34 UTC,false,26412302.0,0.00000200664069341627,0.0,14.7169811320755,2016-01-19 05:40:28 UTC,0,0,50514,false,53,60,385,395,""
193,179,3,2017-03-06 00:27:41 UTC,2017-03-05 23:41:26 UTC,2018-04-11 13:15:25 UTC,true,34695239.0,0.00000265166065003904,0.0,56.6739130434783,2018-04-23 14:59:10 UTC,0,0,16828,true,92,111,3339,1875,2017-04-12 19:56:50 UTC
156,142,2,2015-04-01 17:24:04 UTC,2015-05-20 08:26:58 UTC,2015-10-09 18:34:10 UTC,false,12305232.0,0.0000039007797658752,4201374.0,55.3333333333333,2015-10-09 18:37:44 UTC,0,0,50742,false,48,48,1566,1090,""
160,146,2,2011-06-21 20:15:41 UTC,2008-04-15 13:32:05 UTC,2016-07-28 19:12:55 UTC,false,261466850.0,0.000000179755100885638,-100421016.0,56.2765957446809,2016-07-29 14:46:56 UTC,0,0,23613,true,47,4,1544,1101,""
194,180,3,2017-02-07 15:56:23 UTC,2014-05-09 11:12:37 UTC,2018-04-06 21:55:50 UTC,true,123417793.0,0.000000729230346875511,-86849026.0,7188.68888888889,2018-04-17 16:40:51 UTC,0,0,16491,true,90,120,495714,151268,2017-03-21 17:13:51 UTC
196,182,3,2015-03-05 17:53:38 UTC,2015-03-05 17:33:38 UTC,2018-04-17 08:48:29 UTC,true,98378091.0,0.000000813189188637539,0.0,26.8875,2018-04-22 20:55:22 UTC,0,0,11204,true,80,87,1406,745,2015-05-04 13:36:25 UTC
202,188,3,2015-12-01 08:17:12 UTC,2015-12-01 08:10:12 UTC,2018-04-07 12:51:15 UTC,true,74148063.0,0.000000809191738427476,0.0,32.0333333333333,2018-04-07 14:56:51 UTC,0,0,12748,true,60,82,1396,526,2017-01-14 21:59:59 UTC
208,194,3,2016-03-12 23:29:58 UTC,2016-03-13 21:34:58 UTC,2018-02-28 17:42:42 UTC,false,61934864.0,0.000000775007756535963,79500.0,53.2916666666667,2018-02-28 20:13:45 UTC,0,0,13549,true,48,44,2088,470,2017-02-06 00:56:06 UTC
148,134,2,"",2008-05-06 23:08:23 UTC,2009-06-10 13:24:32 UTC,"",34524969.0,0.00000167994357938453,"","","","","","","","","","","",""
211,196,3,2014-12-06 20:31:56 UTC,2013-11-28 20:25:30 UTC,2018-02-07 10:23:26 UTC,false,132328676.0,0.000000355176228015763,-32227586.0,32.0851063829787,2018-03-30 09:20:43 UTC,0,0,10534,true,47,53,868,640,2014-12-17 21:06:02 UTC
150,136,2,"",2008-11-05 00:24:29 UTC,2009-03-12 13:37:16 UTC,"",11020367.0,0.00000508150046182672,"","","","","","","","","","","",""
153,139,2,"",2005-09-25 06:53:42 UTC,2008-11-18 18:24:22 UTC,"",99401440.0,0.000000533191470868028,"","","","","","","","","","","",""
162,148,3,"",2009-02-16 00:02:00 UTC,2012-08-22 19:18:45 UTC,"",110920605.0,0.0000272356971006424,"","","","","","","","","","","",""
172,158,3,"",2012-07-09 16:05:46 UTC,2015-01-15 23:19:32 UTC,"",79514026.0,0.00000417536397918023,"","","","","","","","","","","",""
212,197,3,2016-05-26 15:34:55 UTC,2016-05-26 15:28:32 UTC,2017-02-01 05:29:27 UTC,false,21650455.0,0.00000212466666404932,0.0,45.2173913043478,2017-02-01 05:31:03 UTC,0,0,14197,false,46,51,1007,1073,""
203,189,3,"",2011-08-17 08:06:41 UTC,2014-08-07 18:56:34 UTC,"",93869393.0,0.000000617879781112466,"","","","","","","","","","","",""
114,106,2,2016-02-06 06:46:38 UTC,2017-07-14 20:46:57 UTC,2018-04-19 15:37:12 UTC,true,24087015.0,0.00000572922796784907,45324019.0,15.1666666666667,2018-04-23 05:16:44 UTC,0,0,56379,false,138,205,1203,890,""
117,109,2,2013-06-24 01:11:35 UTC,2007-11-24 03:57:11 UTC,2013-06-24 00:58:02 UTC,false,176158851.0,0.000000743646993928225,-176159664.0,187.656488549618,2013-06-24 01:11:35 UTC,0,"",38290,true,131,1,21692,2891,""
7,7,1,2016-03-04 13:09:37 UTC,2016-03-04 12:57:52 UTC,2016-08-16 04:27:07 UTC,false,14225355.0,0.00000871682991391076,0.0,67.2338709677419,2016-07-26 17:13:15 UTC,0,0,6671,false,124,10,5957,2380,""
221,206,3,2015-06-05 02:09:50 UTC,2015-06-05 02:04:48 UTC,2017-12-07 22:05:23 UTC,false,79214435.0,0.00000044183866235996,0.0,17076.9714285714,2017-12-07 22:35:24 UTC,0,0,11743,true,35,44,332570,265124,2015-10-09 23:34:40 UTC
222,207,3,2015-07-01 18:29:44 UTC,2015-07-01 00:24:21 UTC,2017-08-19 17:17:09 UTC,false,67452768.0,0.00000051888159726818,0.0,158.742857142857,2017-08-19 17:20:07 UTC,0,0,11864,true,35,28,3245,2311,2016-04-27 00:03:39 UTC
228,213,3,2017-06-22 04:18:33 UTC,2017-06-22 04:11:56 UTC,2018-03-25 14:27:38 UTC,false,23883342.0,0.0000013398459897279,0.0,97.5,2018-04-11 06:38:05 UTC,0,0,18088,false,32,44,1870,1250,2017-07-06 08:22:41 UTC
